Type of professional,Jurisdiction,Category,Group,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Registered psychiatric nurses,Yukon,Sex,Not stated,,,,,,,2.00,,,
Registered psychiatric nurses,Yukon,Inflow,Total,,,,,,,,,,
Registered psychiatric nurses,Yukon,Inflow,Age <35,,,,,,,,,,
Registered psychiatric nurses,Yukon,Inflow,Age 35-54,,,,,,,,,,
Registered psychiatric nurses,Yukon,Inflow,Age 55+,,,,,,,,,,
Registered psychiatric nurses,Yukon,Inflow,Age not stated,,,,,,,,,,
Registered psychiatric nurses,Yukon,Outflow,Total,,,,,,,,,,
Registered psychiatric nurses,Yukon,Outflow,Age <35,,,,,,,,,,
Registered psychiatric nurses,Yukon,Outflow,Age 35-54,,,,,,,,,,
Registered psychiatric nurses,Yukon,Outflow,Age 55+,,,,,,,,,,
Registered psychiatric nurses,Yukon,Outflow,Age not stated,,,,,,,,,,
Registered psychiatric nurses,Yukon,Renewal,Total,,,,,,,,,,
Registered psychiatric nurses,Yukon,Renewal,Age <35,,,,,,,,,,
Registered psychiatric nurses,Yukon,Renewal,Age 35-54,,,,,,,,,,
Registered psychiatric nurses,Yukon,Renewal,Age 55+,,,,,,,,,,
Registered psychiatric nurses,Yukon,Renewal,Age not stated,,,,,,,,,,
Registered psychiatric nurses,Yukon,Employment status,Employed in profession,,,,,,,,,,
Registered psychiatric nurses,Yukon,Employment status,Employed in other than profession and seeking employment in profession,,,,,,,,,,
Registered psychiatric nurses,Yukon,Employment status,Employed in other than profession and not seeking employment in profession,,,,,,,,,,
Registered psychiatric nurses,Yukon,Employment status,Not employed and seeking employment in profession,,,,,,,,,,
Registered psychiatric nurses,Yukon,Employment status,Not employed and not seeking employment in profession,,,,,,,,,,
Registered psychiatric nurses,Yukon,Employment status,Not stated,,,,,,,,,,
Registered psychiatric nurses,Yukon,Location of graduation,Canadian educated,,,,,,,,,,
Registered psychiatric nurses,Yukon,Location of graduation,Internationally educated,,,,,,,,,,
Registered psychiatric nurses,Yukon,Location of graduation,Not stated,,,,,,,,,,
Registered psychiatric nurses,Yukon,Years since graduation,<5 years,,,,,,,,,,
Registered psychiatric nurses,Yukon,Years since graduation,5-10 years,,,,,,,,,,
Registered psychiatric nurses,Yukon,Years since graduation,11-20 years,,,,,,,,,,
Registered psychiatric nurses,Yukon,Years since graduation,21-30 years,,,,,,,,,,
Registered psychiatric nurses,Yukon,Years since graduation,31+ years,,,,,,,,,,
Registered psychiatric nurses,Yukon,Years since graduation,Not stated,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Supply,Total,,,,,,,,,,28.00
Registered psychiatric nurses,Northwest Territories/Nunavut,Age,Age <25,,,,,,,,,,0.00
Registered psychiatric nurses,Northwest Territories/Nunavut,Age,Age 25-34,,,,,,,,,,3.00
Registered psychiatric nurses,Northwest Territories/Nunavut,Age,Age 35-44,,,,,,,,,,9.00
Registered psychiatric nurses,Northwest Territories/Nunavut,Age,Age 45-54,,,,,,,,,,10.00
Registered psychiatric nurses,Northwest Territories/Nunavut,Age,Age 55-64,,,,,,,,,,5.00
Registered psychiatric nurses,Northwest Territories/Nunavut,Age,Age 65+,,,,,,,,,,1.00
Registered psychiatric nurses,Northwest Territories/Nunavut,Age,Not stated,,,,,,,,,,0.00
Registered psychiatric nurses,Northwest Territories/Nunavut,Age,Average age,,,,,,,,,,49.40
Registered psychiatric nurses,Northwest Territories/Nunavut,Sex,Female,,,,,,,,,,17.00
Registered psychiatric nurses,Northwest Territories/Nunavut,Sex,Male,,,,,,,,,,11.00
Registered psychiatric nurses,Northwest Territories/Nunavut,Sex,Not stated,,,,,,,,,,0.00
Registered psychiatric nurses,Northwest Territories/Nunavut,Inflow,Total,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Inflow,Age <35,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Inflow,Age 35-54,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Inflow,Age 55+,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Inflow,Age not stated,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Outflow,Total,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Outflow,Age <35,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Outflow,Age 35-54,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Outflow,Age 55+,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Outflow,Age not stated,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Renewal,Total,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Renewal,Age <35,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Renewal,Age 35-54,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Renewal,Age 55+,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Renewal,Age not stated,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Employment status,Employed in profession,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Employment status,Employed in other than profession and seeking employment in profession,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Employment status,Employed in other than profession and not seeking employment in profession,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Employment status,Not employed and seeking employment in profession,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Employment status,Not employed and not seeking employment in profession,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Employment status,Not stated,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Location of graduation,Canadian educated,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Location of graduation,Internationally educated,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Location of graduation,Not stated,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Years since graduation,<5 years,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Years since graduation,5-10 years,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Years since graduation,11-20 years,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Years since graduation,21-30 years,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Years since graduation,31+ years,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Years since graduation,Not stated,,,,,,,,,,
Registered psychiatric nurses,Jurisdictions with available data,Supply,Total,5764.00,5856.00,5934.00,6029.00,6050.00,6115.00,6337.00,6511.00,6725.00,6941.00
Registered psychiatric nurses,Jurisdictions with available data,Age,Age <25,151.00,142.00,158.00,147.00,132.00,127.00,138.00,178.00,183.00,154.00
Registered psychiatric nurses,Jurisdictions with available data,Age,Age 25-34,1176.00,1336.00,1427.00,1551.00,1638.00,1661.00,1793.00,1879.00,1961.00,2004.00
Registered psychiatric nurses,Jurisdictions with available data,Age,Age 35-44,1167.00,1159.00,1200.00,1269.00,1245.00,1354.00,1472.00,1572.00,1675.00,1883.00
Registered psychiatric nurses,Jurisdictions with available data,Age,Age 45-54,1631.00,1616.00,1537.00,1488.00,1470.00,1422.00,1385.00,1398.00,1402.00,1378.00
Registered psychiatric nurses,Jurisdictions with available data,Age,Age 55-64,1299.00,1240.00,1262.00,1224.00,1243.00,1219.00,1225.00,1160.00,1150.00,1165.00
Registered psychiatric nurses,Jurisdictions with available data,Age,Age 65+,335.00,359.00,350.00,345.00,314.00,323.00,324.00,316.00,329.00,331.00
Registered psychiatric nurses,Jurisdictions with available data,Age,Not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Registered psychiatric nurses,Jurisdictions with available data,Age,Average age,46.00,45.50,45.10,44.60,44.40,44.30,43.90,43.30,43.10,43.00
Registered psychiatric nurses,Jurisdictions with available data,Sex,Female,4584.00,4690.00,4779.00,4867.00,4887.00,4969.00,5171.00,5339.00,5530.00,5722.00
Registered psychiatric nurses,Jurisdictions with available data,Sex,Male,1175.00,1162.00,1155.00,1157.00,1155.00,1137.00,1164.00,1164.00,1170.00,1192.00
Registered psychiatric nurses,Jurisdictions with available data,Sex,Not stated,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00
Registered psychiatric nurses,Jurisdictions with available data,Employment status,Employed in profession,5463.00,5596.00,5591.00,5680.00,5668.00,5795.00,6038.00,6189.00,6369.00,6561.00
Registered psychiatric nurses,Jurisdictions with available data,Employment status,Employed in other than profession and seeking employment in profession,37.00,36.00,40.00,44.00,46.00,33.00,49.00,26.00,31.00,36.00
Registered psychiatric nurses,Jurisdictions with available data,Employment status,Employed in other than profession and not seeking employment in profession,70.00,67.00,83.00,91.00,71.00,67.00,66.00,66.00,66.00,62.00
Registered psychiatric nurses,Jurisdictions with available data,Employment status,Not employed and seeking employment in profession,49.00,68.00,49.00,49.00,44.00,41.00,50.00,37.00,48.00,40.00
Registered psychiatric nurses,Jurisdictions with available data,Employment status,Not employed and not seeking employment in profession,32.00,9.00,16.00,23.00,12.00,12.00,25.00,20.00,29.00,21.00
Registered psychiatric nurses,Jurisdictions with available data,Employment status,Not stated,108.00,76.00,155.00,137.00,201.00,158.00,99.00,165.00,157.00,167.00
Registered psychiatric nurses,Jurisdictions with available data,Location of graduation,Canadian educated,5005.00,5148.00,5273.00,5623.00,3080.00,3062.00,3115.00,3174.00,3260.00,3299.00
Registered psychiatric nurses,Jurisdictions with available data,Location of graduation,Internationally educated,385.00,372.00,344.00,344.00,135.00,138.00,130.00,126.00,126.00,129.00
Registered psychiatric nurses,Jurisdictions with available data,Location of graduation,Not stated,369.00,332.00,317.00,57.00,0.00,0.00,0.00,0.00,0.00,0.00
Registered psychiatric nurses,Jurisdictions with available data,Years since graduation,<5 years,1264.00,1349.00,1377.00,1445.00,1353.00,1303.00,1374.00,1479.00,1510.00,1554.00
Registered psychiatric nurses,Jurisdictions with available data,Years since graduation,5-10 years,957.00,1079.00,1209.00,1320.00,1356.00,1521.00,1629.00,1715.00,1766.00,1848.00
Registered psychiatric nurses,Jurisdictions with available data,Years since graduation,11-20 years,885.00,858.00,893.00,933.00,993.00,1098.00,1232.00,1357.00,1541.00,1689.00
Registered psychiatric nurses,Jurisdictions with available data,Years since graduation,21-30 years,1254.00,1220.00,1149.00,1082.00,973.00,905.00,843.00,781.00,714.00,667.00
Registered psychiatric nurses,Jurisdictions with available data,Years since graduation,31+ years,1399.00,1345.00,1306.00,1243.00,1217.00,1173.00,1136.00,1068.00,1066.00,1040.00
Registered psychiatric nurses,Jurisdictions with available data,Years since graduation,Not stated,0.00,1.00,0.00,1.00,150.00,106.00,113.00,103.00,103.00,89.00
Licensed practical nurses,Newfoundland and Labrador,Supply,Total,2304.00,2347.00,2403.00,2376.00,2390.00,2391.00,2428.00,2480.00,2432.00,2778.00
Licensed practical nurses,Newfoundland and Labrador,Age,Age <25,129.00,147.00,168.00,193.00,209.00,219.00,229.00,255.00,234.00,258.00
Licensed practical nurses,Newfoundland and Labrador,Age,Age 25-34,399.00,444.00,493.00,517.00,553.00,574.00,615.00,636.00,628.00,749.00
Licensed practical nurses,Newfoundland and Labrador,Age,Age 35-44,632.00,610.00,613.00,598.00,601.00,608.00,607.00,620.00,610.00,679.00
Licensed practical nurses,Newfoundland and Labrador,Age,Age 45-54,753.00,745.00,734.00,695.00,650.00,619.00,616.00,601.00,573.00,628.00
Licensed practical nurses,Newfoundland and Labrador,Age,Age 55-64,378.00,383.00,377.00,352.00,358.00,351.00,336.00,341.00,358.00,421.00
Licensed practical nurses,Newfoundland and Labrador,Age,Age 65+,13.00,18.00,18.00,21.00,19.00,20.00,25.00,25.00,29.00,43.00
Licensed practical nurses,Newfoundland and Labrador,Age,Not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00
Licensed practical nurses,Newfoundland and Labrador,Age,Average age,43.30,42.90,42.40,41.90,41.40,41.20,40.90,40.60,40.70,40.70
Licensed practical nurses,Newfoundland and Labrador,Sex,Female,2063.00,2114.00,2174.00,2155.00,2158.00,2165.00,2201.00,2253.00,2215.00,2542.00
Licensed practical nurses,Newfoundland and Labrador,Sex,Male,241.00,233.00,229.00,221.00,232.00,226.00,227.00,227.00,217.00,236.00
Licensed practical nurses,Newfoundland and Labrador,Sex,Not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Licensed practical nurses,Newfoundland and Labrador,Inflow,Total,185.00,210.00,229.00,217.00,231.00,208.00,208.00,266.00,195.00,357.00
Licensed practical nurses,Newfoundland and Labrador,Inflow,Age <35,118.00,147.00,167.00,163.00,169.00,151.00,158.00,192.00,121.00,210.00
Licensed practical nurses,Newfoundland and Labrador,Inflow,Age 35-54,66.00,57.00,58.00,49.00,55.00,51.00,45.00,67.00,66.00,124.00
Licensed practical nurses,Newfoundland and Labrador,Inflow,Age 55+,1.00,6.00,4.00,5.00,7.00,6.00,5.00,5.00,8.00,23.00
Licensed practical nurses,Newfoundland and Labrador,Inflow,Age not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00
Licensed practical nurses,Newfoundland and Labrador,Outflow,Total,167.00,173.00,244.00,217.00,207.00,171.00,214.00,243.00,11.00,
Licensed practical nurses,Newfoundland and Labrador,Outflow,Age <35,42.00,46.00,69.00,72.00,75.00,62.00,87.00,99.00,4.00,
Licensed practical nurses,Newfoundland and Labrador,Outflow,Age 35-54,62.00,55.00,88.00,64.00,66.00,44.00,69.00,80.00,6.00,
Licensed practical nurses,Newfoundland and Labrador,Outflow,Age 55+,63.00,72.00,87.00,81.00,66.00,65.00,58.00,62.00,1.00,
Licensed practical nurses,Newfoundland and Labrador,Outflow,Age not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,
Licensed practical nurses,Newfoundland and Labrador,Renewal,Total,2119.00,2137.00,2174.00,2159.00,2159.00,2183.00,2220.00,2214.00,2237.00,2421.00
Licensed practical nurses,Newfoundland and Labrador,Renewal,Age <35,410.00,444.00,494.00,547.00,593.00,642.00,686.00,699.00,741.00,797.00
Licensed practical nurses,Newfoundland and Labrador,Renewal,Age 35-54,1319.00,1298.00,1289.00,1244.00,1196.00,1176.00,1178.00,1154.00,1117.00,1183.00
Licensed practical nurses,Newfoundland and Labrador,Renewal,Age 55+,390.00,395.00,391.00,368.00,370.00,365.00,356.00,361.00,379.00,441.00
Licensed practical nurses,Newfoundland and Labrador,Renewal,Age not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Licensed practical nurses,Newfoundland and Labrador,Employment status,Employed in profession,2245.00,2273.00,2303.00,2296.00,2313.00,2251.00,2339.00,2368.00,2235.00,2448.00
Licensed practical nurses,Newfoundland and Labrador,Employment status,Employed in other than profession and seeking employment in profession,6.00,4.00,4.00,10.00,11.00,13.00,9.00,19.00,13.00,3.00
Licensed practical nurses,Newfoundland and Labrador,Employment status,Employed in other than profession and not seeking employment in profession,3.00,5.00,4.00,9.00,7.00,6.00,10.00,9.00,14.00,4.00
Licensed practical nurses,Newfoundland and Labrador,Employment status,Not employed and seeking employment in profession,41.00,25.00,55.00,31.00,34.00,25.00,31.00,37.00,36.00,302.00
Licensed practical nurses,Newfoundland and Labrador,Employment status,Not employed and not seeking employment in profession,6.00,5.00,6.00,16.00,13.00,9.00,17.00,17.00,19.00,7.00
Licensed practical nurses,Newfoundland and Labrador,Employment status,Not stated,3.00,35.00,31.00,14.00,12.00,87.00,22.00,30.00,115.00,14.00
Licensed practical nurses,Newfoundland and Labrador,Location of graduation,Canadian educated,2214.00,2226.00,2261.00,2318.00,2332.00,2337.00,2372.00,2438.00,2384.00,2708.00
Licensed practical nurses,Newfoundland and Labrador,Location of graduation,Internationally educated,0.00,0.00,0.00,57.00,58.00,54.00,56.00,40.00,48.00,69.00
Licensed practical nurses,Newfoundland and Labrador,Location of graduation,Not stated,90.00,121.00,142.00,1.00,0.00,0.00,0.00,2.00,0.00,1.00
Licensed practical nurses,Newfoundland and Labrador,Years since graduation,<5 years,449.00,400.00,451.00,540.00,604.00,629.00,607.00,629.00,576.00,664.00
Licensed practical nurses,Newfoundland and Labrador,Years since graduation,5-10 years,444.00,559.00,613.00,572.00,561.00,559.00,574.00,544.00,556.00,686.00
Licensed practical nurses,Newfoundland and Labrador,Years since graduation,11-20 years,641.00,624.00,586.00,583.00,579.00,585.00,649.00,696.00,675.00,712.00
Licensed practical nurses,Newfoundland and Labrador,Years since graduation,21-30 years,437.00,450.00,477.00,443.00,436.00,419.00,373.00,368.00,389.00,444.00
Licensed practical nurses,Newfoundland and Labrador,Years since graduation,31+ years,333.00,314.00,276.00,238.00,210.00,199.00,225.00,239.00,236.00,271.00
Licensed practical nurses,Newfoundland and Labrador,Years since graduation,Not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,1.00
Licensed practical nurses,Prince Edward Island,Supply,Total,644.00,651.00,670.00,725.00,742.00,770.00,785.00,797.00,794.00,875.00
Licensed practical nurses,Prince Edward Island,Age,Age <25,40.00,40.00,54.00,74.00,67.00,63.00,70.00,61.00,66.00,75.00
Licensed practical nurses,Prince Edward Island,Age,Age 25-34,135.00,150.00,147.00,173.00,199.00,221.00,229.00,240.00,215.00,240.00
Licensed practical nurses,Prince Edward Island,Age,Age 35-44,136.00,125.00,132.00,141.00,149.00,154.00,160.00,166.00,185.00,205.00
Licensed practical nurses,Prince Edward Island,Age,Age 45-54,190.00,185.00,180.00,173.00,159.00,158.00,154.00,145.00,134.00,139.00
Licensed practical nurses,Prince Edward Island,Age,Age 55-64,129.00,133.00,135.00,144.00,150.00,144.00,146.00,154.00,154.00,165.00
Licensed practical nurses,Prince Edward Island,Age,Age 65+,12.00,17.00,21.00,20.00,18.00,30.00,26.00,31.00,40.00,51.00
Licensed practical nurses,Prince Edward Island,Age,Not stated,2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Licensed practical nurses,Prince Edward Island,Age,Average age,43.60,43.70,43.40,42.50,42.30,42.10,41.80,41.90,42.30,42.10
