Type of professional,Jurisdiction,Category,Group,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,
Registered psychiatric nurses,Northwest Territories/Nunavut,Years since graduation,Not stated,—,—,—,—,—,—,—,—,—,—,
Registered psychiatric nurses,Jurisdictions with available data,Supply,Total,"5,764","5,856","5,934","6,029","6,050","6,115","6,337","6,511","6,725","6,941",
Registered psychiatric nurses,Jurisdictions with available data,Age,Age <25,151,142,158,147,132,127,138,178,183,154,
Registered psychiatric nurses,Jurisdictions with available data,Age,Age 25–34,"1,176","1,336","1,427","1,551","1,638","1,661","1,793","1,879","1,961","2,004",
Registered psychiatric nurses,Jurisdictions with available data,Age,Age 35–44,"1,167","1,159","1,200","1,269","1,245","1,354","1,472","1,572","1,675","1,883",
Registered psychiatric nurses,Jurisdictions with available data,Age,Age 45–54,"1,631","1,616","1,537","1,488","1,470","1,422","1,385","1,398","1,402","1,378",
Registered psychiatric nurses,Jurisdictions with available data,Age,Age 55–64,"1,299","1,240","1,262","1,224","1,243","1,219","1,225","1,160","1,150","1,165",
Registered psychiatric nurses,Jurisdictions with available data,Age,Age 65+,335,359,350,345,314,323,324,316,329,331,
Registered psychiatric nurses,Jurisdictions with available data,Age,Not stated,0,0,0,0,0,0,0,0,0,0,
Registered psychiatric nurses,Jurisdictions with available data,Age,Average age,46.0,45.5,45.1,44.6,44.4,44.3,43.9,43.3,43.1,43.0,
Registered psychiatric nurses,Jurisdictions with available data,Sex,Female,"4,584","4,690","4,779","4,867","4,887","4,969","5,171","5,339","5,530","5,722",
Registered psychiatric nurses,Jurisdictions with available data,Sex,Male,"1,175","1,162","1,155","1,157","1,155","1,137","1,164","1,164","1,170","1,192",
Registered psychiatric nurses,Jurisdictions with available data,Sex,Not stated,0,0,0,0,0,0,2,0,0,1,
Registered psychiatric nurses,Jurisdictions with available data,Employment status,Employed in profession,"5,463","5,596","5,591","5,680","5,668","5,795","6,038","6,189","6,369","6,561",
Registered psychiatric nurses,Jurisdictions with available data,Employment status,Employed in other than profession and seeking employment in profession,37,36,40,44,46,33,49,26,31,36,
Registered psychiatric nurses,Jurisdictions with available data,Employment status,Employed in other than profession and not seeking employment in profession,70,67,83,91,71,67,66,66,66,62,
Registered psychiatric nurses,Jurisdictions with available data,Employment status,Not employed and seeking employment in profession,49,68,49,49,44,41,50,37,48,40,
Registered psychiatric nurses,Jurisdictions with available data,Employment status,Not employed and not seeking employment in profession,32,9,16,23,12,12,25,20,29,21,
Registered psychiatric nurses,Jurisdictions with available data,Employment status,Not stated,108,76,155,137,201,158,99,165,157,167,
Registered psychiatric nurses,Jurisdictions with available data,Location of graduation,Canadian educated,"5,005","5,148","5,273","5,623","3,080","3,062","3,115","3,174","3,260","3,299",
Registered psychiatric nurses,Jurisdictions with available data,Location of graduation,Internationally educated,385,372,344,344,135,138,130,126,126,129,
Registered psychiatric nurses,Jurisdictions with available data,Location of graduation,Not stated,369,332,317,57,0,0,0,0,0,0,
Registered psychiatric nurses,Jurisdictions with available data,Years since graduation,<5 years,"1,264","1,349","1,377","1,445","1,353","1,303","1,374","1,479","1,510","1,554",
Registered psychiatric nurses,Jurisdictions with available data,Years since graduation,5–10 years,957,"1,079","1,209","1,320","1,356","1,521","1,629","1,715","1,766","1,848",
Registered psychiatric nurses,Jurisdictions with available data,Years since graduation,11–20 years,885,858,893,933,993,"1,098","1,232","1,357","1,541","1,689",
Registered psychiatric nurses,Jurisdictions with available data,Years since graduation,21–30 years,"1,254","1,220","1,149","1,082",973,905,843,781,714,667,
Registered psychiatric nurses,Jurisdictions with available data,Years since graduation,31+ years,"1,399","1,345","1,306","1,243","1,217","1,173","1,136","1,068","1,066","1,040",
Registered psychiatric nurses,Jurisdictions with available data,Years since graduation,Not stated,0,1,0,1,150,106,113,103,103,89,
Licensed practical nurses,Newfoundland and Labrador,Supply,Total,"2,304","2,347","2,403","2,376","2,390","2,391","2,428","2,480","2,432","2,778",
Licensed practical nurses,Newfoundland and Labrador,Age,Age <25,129,147,168,193,209,219,229,255,234,258,
Licensed practical nurses,Newfoundland and Labrador,Age,Age 25–34,399,444,493,517,553,574,615,636,628,749,
Licensed practical nurses,Newfoundland and Labrador,Age,Age 35–44,632,610,613,598,601,608,607,620,610,679,
Licensed practical nurses,Newfoundland and Labrador,Age,Age 45–54,753,745,734,695,650,619,616,601,573,628,
Licensed practical nurses,Newfoundland and Labrador,Age,Age 55–64,378,383,377,352,358,351,336,341,358,421,
Licensed practical nurses,Newfoundland and Labrador,Age,Age 65+,13,18,18,21,19,20,25,25,29,43,
Licensed practical nurses,Newfoundland and Labrador,Age,Not stated,0,0,0,0,0,0,0,2,0,0,
Licensed practical nurses,Newfoundland and Labrador,Age,Average age,43.3,42.9,42.4,41.9,41.4,41.2,40.9,40.6,40.7,40.7,
Licensed practical nurses,Newfoundland and Labrador,Sex,Female,"2,063","2,114","2,174","2,155","2,158","2,165","2,201","2,253","2,215","2,542",
Licensed practical nurses,Newfoundland and Labrador,Sex,Male,241,233,229,221,232,226,227,227,217,236,
Licensed practical nurses,Newfoundland and Labrador,Sex,Not stated,0,0,0,0,0,0,0,0,0,0,
Licensed practical nurses,Newfoundland and Labrador,Inflow,Total,185,210,229,217,231,208,208,266,195,357,
Licensed practical nurses,Newfoundland and Labrador,Inflow,Age <35,118,147,167,163,169,151,158,192,121,210,
Licensed practical nurses,Newfoundland and Labrador,Inflow,Age 35–54,66,57,58,49,55,51,45,67,66,124,
Licensed practical nurses,Newfoundland and Labrador,Inflow,Age 55+,1,6,4,5,7,6,5,5,8,23,
Licensed practical nurses,Newfoundland and Labrador,Inflow,Age not stated,0,0,0,0,0,0,0,2,0,0,
Licensed practical nurses,Newfoundland and Labrador,Outflow,Total,167,173,244,217,207,171,214,243,11,—,
Licensed practical nurses,Newfoundland and Labrador,Outflow,Age <35,42,46,69,72,75,62,87,99,4,—,
Licensed practical nurses,Newfoundland and Labrador,Outflow,Age 35–54,62,55,88,64,66,44,69,80,6,—,
Licensed practical nurses,Newfoundland and Labrador,Outflow,Age 55+,63,72,87,81,66,65,58,62,1,—,
Licensed practical nurses,Newfoundland and Labrador,Outflow,Age not stated,0,0,0,0,0,0,0,2,0,—,
Licensed practical nurses,Newfoundland and Labrador,Renewal,Total,"2,119","2,137","2,174","2,159","2,159","2,183","2,220","2,214","2,237","2,421",
Licensed practical nurses,Newfoundland and Labrador,Renewal,Age <35,410,444,494,547,593,642,686,699,741,797,
Licensed practical nurses,Newfoundland and Labrador,Renewal,Age 35–54,"1,319","1,298","1,289","1,244","1,196","1,176","1,178","1,154","1,117","1,183",
Licensed practical nurses,Newfoundland and Labrador,Renewal,Age 55+,390,395,391,368,370,365,356,361,379,441,
Licensed practical nurses,Newfoundland and Labrador,Renewal,Age not stated,0,0,0,0,0,0,0,0,0,0,
Licensed practical nurses,Newfoundland and Labrador,Employment status,Employed in profession,"2,245","2,273","2,303","2,296","2,313","2,251","2,339","2,368","2,235","2,448",
Licensed practical nurses,Newfoundland and Labrador,Employment status,Employed in other than profession and seeking employment in profession,6,4,4,10,11,13,9,19,13,3,
Licensed practical nurses,Newfoundland and Labrador,Employment status,Employed in other than profession and not seeking employment in profession,3,5,4,9,7,6,10,9,14,4,
Licensed practical nurses,Newfoundland and Labrador,Employment status,Not employed and seeking employment in profession,41,25,55,31,34,25,31,37,36,302,
Licensed practical nurses,Newfoundland and Labrador,Employment status,Not employed and not seeking employment in profession,6,5,6,16,13,9,17,17,19,7,
Licensed practical nurses,Newfoundland and Labrador,Employment status,Not stated,3,35,31,14,12,87,22,30,115,14,
Licensed practical nurses,Newfoundland and Labrador,Location of graduation,Canadian educated,"2,214","2,226","2,261","2,318","2,332","2,337","2,372","2,438","2,384","2,708",
Licensed practical nurses,Newfoundland and Labrador,Location of graduation,Internationally educated,0,0,0,57,58,54,56,40,48,69,
Licensed practical nurses,Newfoundland and Labrador,Location of graduation,Not stated,90,121,142,1,0,0,0,2,0,1,
Licensed practical nurses,Newfoundland and Labrador,Years since graduation,<5 years,449,400,451,540,604,629,607,629,576,664,
Licensed practical nurses,Newfoundland and Labrador,Years since graduation,5–10 years,444,559,613,572,561,559,574,544,556,686,
Licensed practical nurses,Newfoundland and Labrador,Years since graduation,11–20 years,641,624,586,583,579,585,649,696,675,712,
Licensed practical nurses,Newfoundland and Labrador,Years since graduation,21–30 years,437,450,477,443,436,419,373,368,389,444,
Licensed practical nurses,Newfoundland and Labrador,Years since graduation,31+ years,333,314,276,238,210,199,225,239,236,271,
Licensed practical nurses,Newfoundland and Labrador,Years since graduation,Not stated,0,0,0,0,0,0,0,4,0,1,
Licensed practical nurses,Prince Edward Island,Supply,Total,644,651,670,725,742,770,785,797,794,875,
Licensed practical nurses,Prince Edward Island,Age,Age <25,40,40,54,74,67,63,70,61,66,75,
Licensed practical nurses,Prince Edward Island,Age,Age 25–34,135,150,147,173,199,221,229,240,215,240,
Licensed practical nurses,Prince Edward Island,Age,Age 35–44,136,125,132,141,149,154,160,166,185,205,
Licensed practical nurses,Prince Edward Island,Age,Age 45–54,190,185,180,173,159,158,154,145,134,139,
Licensed practical nurses,Prince Edward Island,Age,Age 55–64,129,133,135,144,150,144,146,154,154,165,
Licensed practical nurses,Prince Edward Island,Age,Age 65+,12,17,21,20,18,30,26,31,40,51,
Licensed practical nurses,Prince Edward Island,Age,Not stated,2,1,1,0,0,0,0,0,0,0,
Licensed practical nurses,Prince Edward Island,Age,Average age,43.6,43.7,43.4,42.5,42.3,42.1,41.8,41.9,42.3,42.1,
Licensed practical nurses,Prince Edward Island,Sex,Female,581,588,603,657,670,695,708,721,721,792,
Licensed practical nurses,Prince Edward Island,Sex,Male,63,63,66,68,72,75,77,76,73,83,
Licensed practical nurses,Prince Edward Island,Sex,Not stated,0,0,1,0,0,0,0,0,0,0,
Licensed practical nurses,Prince Edward Island,Inflow,Total,44,44,52,86,—,64,77,80,74,91,
Licensed practical nurses,Prince Edward Island,Inflow,Age <35,35,37,43,70,—,51,56,56,47,58,
Licensed practical nurses,Prince Edward Island,Inflow,Age 35–54,8,5,8,13,—,11,19,20,22,28,
Licensed practical nurses,Prince Edward Island,Inflow,Age 55+,1,2,1,3,—,2,2,4,5,5,
Licensed practical nurses,Prince Edward Island,Inflow,Age not stated,0,0,0,0,—,0,0,0,0,0,
Licensed practical nurses,Prince Edward Island,Outflow,Total,37,33,31,—,36,62,68,77,10,—,
Licensed practical nurses,Prince Edward Island,Outflow,Age <35,9,13,13,—,14,26,31,42,5,—,
Licensed practical nurses,Prince Edward Island,Outflow,Age 35–54,19,9,3,—,10,15,23,19,2,—,
Licensed practical nurses,Prince Edward Island,Outflow,Age 55+,8,11,15,—,12,21,14,16,3,—,
Licensed practical nurses,Prince Edward Island,Outflow,Age not stated,1,0,0,—,0,0,0,0,0,—,
Licensed practical nurses,Prince Edward Island,Renewal,Total,600,607,618,639,—,706,708,717,720,784,
Licensed practical nurses,Prince Edward Island,Renewal,Age <35,140,153,158,177,—,233,243,245,234,257,
Licensed practical nurses,Prince Edward Island,Renewal,Age 35–54,318,305,304,301,—,301,295,291,297,316,
Licensed practical nurses,Prince Edward Island,Renewal,Age 55+,140,148,155,161,—,172,170,181,189,211,
Licensed practical nurses,Prince Edward Island,Renewal,Age not stated,2,1,1,0,—,0,0,0,0,0,
Licensed practical nurses,Prince Edward Island,Employment status,Employed in profession,548,578,601,619,669,748,710,761,735,755,
Licensed practical nurses,Prince Edward Island,Employment status,Employed in other than profession and seeking employment in profession,0,3,0,0,6,2,1,2,5,5,
Licensed practical nurses,Prince Edward Island,Employment status,Employed in other than profession and not seeking employment in profession,3,1,2,3,5,4,13,5,4,4,
Licensed practical nurses,Prince Edward Island,Employment status,Not employed and seeking employment in profession,1,2,2,11,9,12,16,16,5,37,
Licensed practical nurses,Prince Edward Island,Employment status,Not employed and not seeking employment in profession,1,0,0,0,12,4,10,13,45,73,
Licensed practical nurses,Prince Edward Island,Employment status,Not stated,91,67,65,92,41,0,35,0,0,1,
Licensed practical nurses,Prince Edward Island,Location of graduation,Canadian educated,588,599,619,688,710,727,742,773,784,860,
Licensed practical nurses,Prince Edward Island,Location of graduation,Internationally educated,8,11,12,25,32,43,43,24,10,15,
Licensed practical nurses,Prince Edward Island,Location of graduation,Not stated,48,41,39,12,0,0,0,0,0,0,
Licensed practical nurses,Prince Edward Island,Years since graduation,<5 years,154,158,166,181,191,191,219,211,198,212,
Licensed practical nurses,Prince Edward Island,Years since graduation,5–10 years,118,115,117,137,170,186,173,185,192,223,
Licensed practical nurses,Prince Edward Island,Years since graduation,11–20 years,156,168,171,174,169,173,180,187,184,204,
Licensed practical nurses,Prince Edward Island,Years since graduation,21–30 years,127,113,117,117,117,119,115,110,114,117,
Licensed practical nurses,Prince Edward Island,Years since graduation,31+ years,86,95,96,98,95,101,98,104,106,119,
Licensed practical nurses,Prince Edward Island,Years since graduation,Not stated,3,2,3,18,0,0,0,0,0,0,
Licensed practical nurses,Nova Scotia,Supply,Total,"3,908","4,014","4,142","4,252","4,318","4,439","4,537","4,678","4,645","4,679",
Licensed practical nurses,Nova Scotia,Age,Age <25,93,113,120,128,150,148,161,172,161,147,
Licensed practical nurses,Nova Scotia,Age,Age 25–34,815,909,995,"1,091","1,114","1,161","1,203","1,281","1,224","1,197",
Licensed practical nurses,Nova Scotia,Age,Age 35–44,"1,041","1,018","1,038","1,027","1,043","1,089","1,131","1,136","1,172","1,227",
Licensed practical nurses,Nova Scotia,Age,Age 45–54,"1,061","1,057","1,040","1,059","1,054","1,061","1,066","1,104","1,096","1,106",
Licensed practical nurses,Nova Scotia,Age,Age 55–64,759,775,800,802,796,808,801,788,783,765,
Licensed practical nurses,Nova Scotia,Age,Age 65+,139,142,149,145,161,172,175,197,209,237,
Licensed practical nurses,Nova Scotia,Age,Not stated,0,0,0,0,0,0,0,0,0,0,
Licensed practical nurses,Nova Scotia,Age,Average age,44.5,44.1,43.9,43.6,43.5,43.4,43.2,43.2,43.3,43.4,
Licensed practical nurses,Nova Scotia,Sex,Female,"3,708","3,791","3,913","4,016","4,093","4,199","4,295","4,420","4,381","4,378",
Licensed practical nurses,Nova Scotia,Sex,Male,200,223,229,236,225,238,240,249,252,287,
Licensed practical nurses,Nova Scotia,Sex,Not stated,0,0,0,0,0,2,2,9,12,14,
Licensed practical nurses,Nova Scotia,Inflow,Total,366,391,400,429,434,517,465,525,486,584,
Licensed practical nurses,Nova Scotia,Inflow,Age <35,236,278,256,288,283,333,310,343,296,313,
Licensed practical nurses,Nova Scotia,Inflow,Age 35–54,118,98,128,127,135,160,140,159,169,249,
Licensed practical nurses,Nova Scotia,Inflow,Age 55+,12,15,16,14,16,24,15,23,21,22,
Licensed practical nurses,Nova Scotia,Inflow,Age not stated,0,0,0,0,0,0,0,0,0,0,
Licensed practical nurses,Nova Scotia,Outflow,Total,285,272,319,368,396,367,384,519,550,—,
Licensed practical nurses,Nova Scotia,Outflow,Age <35,91,92,112,149,185,151,162,235,217,—,
Licensed practical nurses,Nova Scotia,Outflow,Age 35–54,87,89,92,122,116,104,125,177,225,—,
